12 FRAME COLUMNS													AVERAGE		PBAG CHANCE		FRAMES PAST		SECONDS ELAPSED
11	5	130	65	32	144	72	36	146	73	36	146		74.67		0.7072		504		8.4
201	100	50	153	76	166	211	233	244	122	189	222		163.92		0.3572		516		8.6
239	247	123	61	30	143	71	163	81	168	212	234		147.67		0.4209		528		8.8
245	250	125	190	95	175	215	235	117	58	29	14		145.67		0.4288		540		9.0
7	3	1	128	192	96	176	88	172	214	107	181		113.75		0.5539		552		9.2
90	173	86	171	213	106	53	154	205	230	243	121		153.75		0.3971		564		9.4
188	94	47	151	75	165	210	105	52	26	13	134		105.0		0.5882		576		9.6
67	33	16	136	68	34	17	8	132	194	225	112		86.83		0.6595		588		9.8
56	28	142	199	227	241	248	124	62	159	207	103		149.67		0.4131		600		10.0
51	25	12	6	131	65	160	208	232	244	122	189		120.42		0.5278		612		10.2
222	111	183	219	237	118	187	93	46	23	11	5		121.25		0.5245		624		10.4
130	193	224	240	120	188	222	111	183	91	173	86		163.42		0.3592		636		10.6
171	213	106	53	154	77	166	211	105	180	90	45		130.92		0.4866		648		10.8
22	11	133	194	97	48	24	140	70	35	17	8		66.58		0.7389		660		11.0
132	66	161	80	40	148	202	229	114	185	220	110		140.58		0.4487		672		11.2
183	219	237	246	251	125	62	159	79	39	19	137		146.33		0.4261		684		11.4
196	226	241	248	252	254	127	63	159	207	103	179		187.92		0.2631		696		11.6
217	108	182	91	45	150	75	37	146	201	100	178		127.5		0.5		708		11.8
89	44	150	75	165	210	233	116	186	221	110	55		137.83		0.4595		720		12.0
27	141	198	227	241	248	124	190	95	47	151	75		147.0		0.4235		732		12.2
37	18	137	68	162	81	168	212	234	245	250	253		155.42		0.3905		744		12.4
126	63	159	207	231	115	185	220	110	55	27	13		125.92		0.5062		756		12.6
134	67	33	16	8	132	194	97	48	152	204	102		98.92		0.6121		768		12.8
179	217	108	182	219	237	118	187	93	174	215	235		180.33		0.2928		780		13.0
117	186	221	238	119	187	93	174	87	171	85	42		143.33		0.4379		792		13.2
21	138	69	34	17	136	196	98	49	24	140	70		82.67		0.6758		804		13.4
35	145	72	36	146	201	100	50	25	140	70	163		98.58		0.6134		816		13.6
209	232	116	58	29	14	135	67	33	16	8	4		76.75		0.699		828		13.8
130	193	224	240	248	124	62	159	207	103	179	217		173.83		0.3183		840		14.0
108	54	155	77	166	83	41	148	74	165	210	105		115.5		0.5471		852		14.2
52	154	77	38	147	73	36	146	201	100	178	217		118.25		0.5363		864		14.4
236	246	251	253	254	255	255	127	191	223	111	55		204.75		0.1971		876		14.6
155	77	166	83	41	148	202	101	178	89	44	150		119.5		0.5314		888		14.8
75	165	82	41	20	138	197	98	49	152	76	166		104.92		0.5886		900		15.0
211	233	244	122	61	30	143	199	99	49	24	12		118.92		0.5337		912		15.2
134	195	97	176	216	236	118	187	221	238	119	187		177.0		0.3059		924		15.4
221	110	183	91	45	22	11	5	130	193	224	240		122.92		0.518		936		15.6
248	124	190	95	175	87	171	213	106	181	90	45		143.75		0.4363		948		15.8
150	75	37	146	201	228	114	57	28	142	71	163		117.67		0.5386		960		16.0
81	40	20	138	197	98	49	152	204	102	179	217		123.08		0.5173		972		16.2
236	118	59	157	78	167	83	41	20	10	5	130		92.0		0.6392		984		16.4
193	224	240	248	124	62	31	143	71	163	209	104		151.0		0.4078		996		16.6
52	26	13	134	67	33	144	72	36	18	9	4		50.67		0.8013		1008		16.8
130	65	32	16	8	4	130	193	96	176	88	44		81.83		0.6791		1020		17.0
22	139	197	226	241	120	60	30	143	71	35	145		119.08		0.533		1032		17.2
200	100	50	153	204	230	115	57	28	14	135	67		112.75		0.5578		1044		17.4
161	80	168	212	106	181	218	109	182	219	237	118		165.92		0.3493		1056		17.6
187	93	46	23	139	69	162	209	232	244	122	61		132.25		0.4814		1068		17.8
158	79	167	83	169	84	42	21	10	5	130	65		84.42		0.669		1080		18.0
160	80	40	148	74	37	18	9	4	2	129	64		63.75		0.75		1092		18.2
32	144	72	164	82	169	212	106	181	90	173	86		125.92		0.5062		1104		18.4
171	85	42	149	202	229	242	249	252	254	255	127		188.08		0.2624		1116		18.6
191	95	175	87	171	213	234	117	186	93	174	87		151.92		0.4042		1128		18.8
43	21	10	5	2	1	0	128	192	224	112	184		76.83		0.6987		1140		19.0
92	174	215	235	245	122	189	94	175	215	107	53		159.67		0.3739		1152		19.2
154	205	230	243	121	188	222	111	183	91	173	214		177.92		0.3023		1164		19.4
107	181	90	45	150	75	37	18	9	132	66	33		78.58		0.6918		1176		19.6
16	136	196	98	49	24	12	134	195	225	112	56		104.42		0.5905		1188		19.8
156	78	167	211	105	180	90	173	86	171	85	170		139.33		0.4536		1200		20.0
85	42	149	202	229	242	121	60	158	207	103	179		148.08		0.4193		1212		20.2
89	44	150	203	229	242	121	188	222	239	247	123		174.75		0.3147		1224		20.4
61	30	15	135	195	97	176	216	236	118	59	29		113.92		0.5533		1236		20.6
142	71	163	209	104	52	154	77	38	19	9	132		97.5		0.6176		1248		20.8
66	161	80	168	84	170	85	42	149	202	229	114		129.17		0.4935		1260		21.0
185	92	174	215	107	181	218	237	246	251	253	254		201.08		0.2114		1272		21.2
127	63	159	79	167	83	41	20	138	69	162	81		99.08		0.6114		1284		21.4
168	212	234	245	122	61	30	15	135	195	225	240		156.83		0.385		1296		21.6
120	188	94	47	23	11	5	2	129	64	32	144		71.58		0.7193		1308		21.8
200	228	242	249	252	126	191	223	239	247	251	125		214.42		0.1592		1320		22.0
62	159	79	39	19	9	132	194	225	240	248	252		138.17		0.4582		1332		22.2
254	127	191	223	111	183	219	237	118	59	29	142		157.75		0.3814		1344		22.4
71	35	17	136	68	162	81	40	148	202	101	50		92.58		0.6369		1356		22.6
153	76	166	211	233	116	186	221	238	247	251	125		185.25		0.2735		1368		22.8
190	223	239	119	187	93	174	87	171	85	170	85		151.92		0.4042		1380		23.0
170	85	42	21	138	69	34	17	8	132	66	33		67.92		0.7337		1392		23.2
16	136	68	162	209	104	52	154	205	102	179	217		133.67		0.4758		1404		23.4
236	118	187	221	238	247	123	61	30	143	71	35		142.5		0.4412		1416		23.6
145	200	228	242	249	252	254	127	63	159	207	231		196.42		0.2297		1428		23.8
115	185	92	174	87	43	21	138	69	162	209	104		116.58		0.5428		1440		24.0
180	218	109	54	27	141	198	227	241	120	188	94		149.75		0.4127		1452		24.2
47	23	139	69	162	209	104	52	154	77	166	83		107.08		0.5801		1464		24.4
169	212	106	181	90	45	22	11	5	2	129	192		97.0		0.6196		1476		24.6
96	176	88	172	214	235	117	58	157	78	167	211		147.42		0.4219		1488		24.8
233	244	250	253	254	255	127	63	31	143	199	99		179.25		0.2971		1500		25.0
177	216	236	246	123	61	158	79	39	147	201	100		148.58		0.4173		1512		25.2
178	89	44	150	75	37	146	201	100	178	217	108		126.92		0.5023		1524		25.4
182	91	173	214	235	245	250	253	126	63	31	143		167.17		0.3444		1536		25.6
71	35	145	200	100	178	89	172	214	107	53	26		115.83		0.5458		1548		25.8
141	70	35	145	72	164	210	233	244	122	61	158		137.92		0.4592		1560		26.0
207	231	243	121	60	30	15	135	67	33	144	200		123.83		0.5144		1572		26.2
100	50	25	140	198	99	177	88	44	22	11	133		90.58		0.6448		1584		26.4
66	33	144	72	36	18	9	132	66	33	16	8		52.75		0.7931		1596		26.6
4	2	1	0	0	128	64	32	16	8	132	66		37.75		0.852		1608		26.8
161	80	40	20	10	133	66	161	208	104	52	26		88.42		0.6533		1620		27.0
141	198	227	113	56	28	14	135	67	161	208	232		131.67		0.4837		1632		27.2
116	58	157	206	103	51	153	76	38	147	73	36		101.17		0.6033		1644		27.4
146	73	164	82	169	212	234	245	122	61	30	143		140.08		0.4507		1656		27.6
71	163	209	232	116	186	221	238	119	59	29	14		138.08		0.4585		1668		27.8
135	195	97	48	152	204	230	243	121	188	222	239		172.83		0.3222		1680		28.0
247	251	253	254	127	191	223	111	55	27	13	6		146.5		0.4255		1692		28.2
3	1	128	192	224	240	248	124	190	95	175	215		152.92		0.4003		1704		28.4
235	245	122	189	94	47	23	11	5	130	193	224		126.5		0.5039		1716		28.6
112	184	220	238	119	187	93	46	151	203	229	114		158.0		0.3804		1728		28.8
57	156	206	231	115	57	156	78	39	147	201	228		139.25		0.4539		1740		29.0
242	121	60	30	15	7	3	129	64	160	80	40		79.25		0.6892		1752		29.2
148	202	101	178	217	108	54	155	205	102	51	153		139.5		0.4529		1764		29.4
204	102	179	89	172	86	43	21	10	133	194	97		110.83		0.5654		1776		29.6
48	24	140	198	227	113	56	156	78	167	211	233		137.58		0.4605		1788		29.8
244	250	253	126	191	95	47	23	139	197	226	241		169.33		0.3359		1800		30.0
248	252	254	127	63	31	143	71	163	209	104	180		153.75		0.3971		1812		30.2
218	109	182	91	45	150	203	229	114	57	28	142		130.67		0.4876		1824		30.4
71	163	81	168	84	170	213	106	53	154	77	38		114.83		0.5497		1836		30.6
147	201	228	114	57	28	142	199	99	49	24	12		108.33		0.5752		1848		30.8
134	195	225	240	248	252	126	191	223	111	55	155		179.58		0.2958		1860		31.0
205	102	179	89	172	214	107	53	154	205	230	115		152.08		0.4036		1872		31.2
185	92	174	87	171	85	42	21	138	197	98	49		111.58		0.5624		1884		31.4
152	204	102	51	153	204	102	51	153	76	38	19		108.75		0.5735		1896		31.6
9	4	2	1	128	64	32	144	200	100	50	25		63.25		0.752		1908		31.8
12	6	131	193	96	48	24	140	70	163	81	168		94.33		0.6301		1920		32.0
84	42	149	74	165	210	105	52	26	141	198	227		122.75		0.5186		1932		32.2
113	56	156	78	167	83	169	212	234	245	122	189		152.0		0.4039		1944		32.4
222	111	55	155	205	230	243	121	60	158	79	39		139.83		0.4516		1956		32.6
19	137	196	226	241	120	188	222	111	55	155	205		156.25		0.3873		1968		32.8
230	243	249	124	190	95	47	23	139	69	162	209		148.33		0.4183		1980		33.0
104	180	218	109	182	91	173	214	235	245	122	61		161.17		0.368		1992		33.2
30	15	7	131	65	160	80	168	84	170	85	170		97.08		0.6193		2004		33.4
85	42	149	74	165	82	41	20	138	197	226	241		121.67		0.5229		2016		33.6
248	124	190	223	239	119	187	93	46	151	203	101		160.33		0.3712		2028		33.8
178	89	172	214	235	117	186	93	46	23	139	197		140.75		0.448		2040		34.0
226	113	56	156	78	39	19	9	4	130	193	96		93.25		0.6343		2052		34.2
48	152	204	230	243	249	252	126	191	223	239	247		200.33		0.2144		2064		34.4
123	61	30	143	71	35	17	136	196	226	241	248		127.25		0.501		2076		34.6
252	254	127	191	223	239	119	187	221	110	55	27		167.08		0.3448		2088		34.8
13	134	67	33	144	72	164	210	105	52	154	77		102.08		0.5997		2100		35.0
38	147	201	100	178	217	108	182	219	109	182	219		158.33		0.3791		2112		35.2
237	246	251	253	254	127	191	95	47	151	75	37		163.67		0.3582		2124		35.4
18	9	132	194	97	176	216	236	118	59	157	78		124.17		0.5131		2136		35.6
39	147	201	100	50	25	140	70	35	17	136	68		85.67		0.6641		2148		35.8
34	17	8	4	130	65	32	16	8	132	66	161		56.08		0.7801		2160		36.0
80	168	84	42	149	74	165	210	233	116	58	157		128.0		0.498		2172		36.2
206	231	115	185	220	110	183	91	173	214	107	53		157.33		0.383		2184		36.4
26	141	198	99	49	24	140	198	227	113	56	156		118.92		0.5337		2196		36.6
206	231	243	249	252	254	255	255	255	127	63	31		201.75		0.2088		2208		36.8
143	199	99	49	152	204	230	115	57	156	206	103		142.75		0.4402		2220		37.0
179	217	108	182	91	173	86	43	21	138	197	98		127.75		0.499		2232		37.2
49	152	76	166	83	169	212	106	53	26	141	70		108.58		0.5742		2244		37.4
35	17	8	4	130	193	224	112	184	220	110	183		118.33		0.5359		2256		37.6
219	109	54	155	205	102	179	89	172	214	235	117		154.17		0.3954		2268		37.8
186	221	238	119	187	221	238	119	187	93	46	23		156.5		0.3863		2280		38.0
11	5	2	1	128	192	96	176	216	236	118	59		103.33		0.5948		2292		38.2
157	78	167	211	233	116	58	29	142	199	99	49		128.17		0.4974		2304		38.4
152	76	38	19	137	196	226	113	56	28	14	7		88.5		0.6529		2316		38.6
3	129	64	160	80	40	20	138	69	162	209	104		98.17		0.615		2328		38.8
52	26	141	70	35	145	200	100	50	153	204	102		106.5		0.5824		2340		39.0
51	25	12	6	131	65	32	16	136	196	98	177		78.75		0.6912		2352		39.2
216	236	118	187	221	110	183	91	173	86	171	85		156.42		0.3866		2364		39.4
170	213	234	117	186	221	238	119	187	93	46	23		153.92		0.3964		2376		39.6
139	69	34	17	136	196	98	49	152	204	102	51		103.92		0.5925		2388		39.8
153	76	38	19	137	68	34	17	136	68	34	17		66.42		0.7395		2400		40.0
136	68	34	17	8	4	2	1	0	0	0	128		33.17		0.8699		2412		40.2
64	32	16	136	68	34	145	72	36	18	137	68		68.83		0.7301		2424		40.4
34	145	200	100	50	153	204	102	179	89	44	22		110.17		0.568		2436		40.6
139	69	34	145	200	228	114	185	220	238	247	123		161.83		0.3654		2448		40.8
189	94	175	87	171	213	234	117	186	221	238	119		170.33		0.332		2460		41.0
59	29	14	7	131	65	32	144	200	228	114	57		90.0		0.6471		2472		41.2
156	206	231	243	249	124	62	31	143	199	99	49		149.33		0.4144		2484		41.4
152	76	38	19	9	132	194	97	48	24	12	134		77.92		0.6944		2496		41.6
67	161	80	168	84	42	149	74	37	146	201	100		109.08		0.5722		2508		41.8
50	153	204	102	51	153	204	102	179	89	44	22		112.75		0.5578		2520		42.0
11	5	2	129	192	224	112	56	156	206	231	115		119.92		0.5297		2532		42.2
185	92	46	151	203	229	242	121	188	94	175	87		151.08		0.4075		2544		42.4
43	21	10	5	2	129	192	224	240	248	124	190		119.0		0.5333		2556		42.6
223	111	183	219	237	118	187	221	238	119	59	29		162.0		0.3647		2568		42.8
142	199	99	49	24	140	198	99	177	216	236	246		152.08		0.4036		2580		43.0
251	253	126	63	31	143	199	227	113	184	92	174		154.67		0.3935		2592		43.2
87	43	21	138	69	34	145	72	164	210	105	52		95.0		0.6275		2604		43.4
154	205	230	243	249	124	190	223	239	119	187	93		188.0		0.2627		2616		43.6
174	215	235	117	186	93	174	87	171	85	170	85		149.33		0.4144		2628		43.8
42	21	10	5	130	65	32	144	72	164	82	41		67.33		0.7359		2640		44.0
20	138	197	98	177	88	44	150	203	229	242	249		152.92		0.4003		2652		44.2
252	126	191	223	111	55	155	77	38	147	73	164		134.33		0.4732		2664		44.4
210	105	180	218	237	246	123	189	94	47	151	203		166.92		0.3454		2676		44.6
101	50	25	140	70	35	17	136	196	98	49	24		78.42		0.6925		2688		44.8
12	134	67	161	80	40	148	74	165	82	41	148		96.0		0.6235		2700		45.0
74	165	82	169	212	106	53	26	141	198	227	113		130.5		0.4882		2712		45.2
56	28	142	199	99	177	216	236	118	187	221	238		159.75		0.3735		2724		45.4
119	59	157	78	167	83	41	20	138	69	162	209		108.5		0.5745		2736		45.6
232	244	250	253	126	63	159	79	167	211	233	244		188.42		0.2611		2748		45.8
122	61	158	79	39	19	9	4	2	1	0	128		51.83		0.7967		2760		46.0
192	224	240	120	60	158	207	231	243	249	124	62		175.83		0.3105		2772		46.2
159	207	103	51	25	140	70	163	81	168	212	234		134.42		0.4729		2784		46.4
117	58	157	206	103	179	217	108	182	219	109	54		142.42		0.4415		2796		46.6
27	13	134	195	225	240	248	124	190	95	175	87		146.08		0.4271		2808		46.8
43	149	74	165	82	41	148	202	101	178	217	236		136.33		0.4654		2820		47.0
118	59	157	78	39	147	73	36	18	9	132	66		77.67		0.6954		2832		47.2
33	144	200	100	50	25	12	6	3	129	64	32		66.5		0.7392		2844		47.4
16	136	68	34	17	136	68	34	145	72	36	18		65.0		0.7451		2856		47.6
9	4	2	129	192	96	48	24	140	70	163	81		79.83		0.6869		2868		47.8
40	20	10	133	66	161	208	232	116	58	157	206		117.25		0.5402		2880		48.0
231	115	185	92	46	151	75	165	210	105	180	90		137.08		0.4624		2892		48.2
173	214	107	53	26	13	6	131	65	32	144	200		97.0		0.6196		2904		48.4
100	178	217	236	246	251	253	126	191	223	111	183		192.92		0.2435		2916		48.6
219	109	182	219	109	182	91	45	150	75	165	210		146.33		0.4261		2928		48.8
105	52	154	77	38	19	9	4	130	193	96	176		87.75		0.6559		2940		49.0
88	172	214	235	245	250	253	126	191	223	239	119		196.25		0.2304		2952		49.2
59	157	206	231	115	57	156	206	103	51	153	204		141.5		0.4451		2964		49.4
230	115	185	92	174	87	43	149	74	37	146	201		127.75		0.499		2976		49.6
100	178	89	172	86	43	149	202	229	114	57	28		120.58		0.5271		2988		49.8
14	7	3	129	192	96	176	88	44	150	75	37		84.25		0.6696		3000		50.0
18	137	68	34	145	72	164	210	233	244	122	189		136.33		0.4654		3012		50.2
222	239	247	251	125	62	159	79	167	83	41	148		151.92		0.4042		3024		50.4
202	229	242	121	188	222	111	183	219	109	54	27		158.92		0.3768		3036		50.6
141	70	35	17	136	196	98	49	152	76	166	83		101.58		0.6016		3048		50.8
169	84	42	21	10	133	66	33	144	72	36	146		79.67		0.6876		3060		51.0
201	228	114	57	28	14	135	195	97	48	24	140		106.75		0.5814		3072		51.2
70	163	81	168	212	106	181	90	173	214	107	181		145.5		0.4294		3084		51.4
90	173	214	235	117	58	29	142	199	99	177	216		145.75		0.4284		3096		51.6
236	118	59	157	206	103	51	153	76	38	19	9		102.08		0.5997		3108		51.8
4	130	65	160	80	40	148	202	229	114	57	28		104.75		0.5892		3120		52.0
14	135	195	225	240	120	188	94	175	87	43	21		128.08		0.4977		3132		52.2
10	133	66	161	208	232	244	250	253	254	255	127		182.75		0.2833		3144		52.4
191	223	239	247	123	189	222	111	55	27	13	134		147.83		0.4203		3156		52.6
67	33	16	136	196	226	113	56	156	206	231	243		139.92		0.4513		3168		52.8
249	124	190	223	239	247	123	61	158	207	231	115		180.58		0.2918		3180		53.0
57	156	206	103	179	89	172	214	107	181	90	45		133.25		0.4775		3192		53.2
150	75	165	82	41	148	74	37	18	9	132	66		83.08		0.6742		3204		53.4
33	16	8	132	66	33	16	8	132	66	161	80		62.58		0.7546		3216		53.6
40	148	74	165	82	169	212	106	181	90	173	214		137.83		0.4595		3228		53.8
235	117	58	157	206	231	115	185	220	238	247	123		177.67		0.3033		3240		54.0
189	222	111	55	155	205	230	115	57	28	142	71		131.67		0.4837		3252		54.2
35	17	8	132	194	225	112	184	220	238	247	251		155.25		0.3912		3264		54.4
253	254	255	255	255	255	127	63	31	143	71	35		166.42		0.3474		3276		54.6
17	136	196	226	113	184	220	238	119	187	221	110		163.92		0.3572		3288		54.8
55	155	205	102	51	25	140	70	35	17	136	68		88.25		0.6539		3300		55.0
162	81	40	20	138	69	34	145	72	164	82	169		98.0		0.6157		3312		55.2
84	170	213	234	245	122	189	222	239	247	123	189		189.75		0.2559		3324		55.4
222	239	119	187	93	174	87	43	149	202	101	178		149.5		0.4137		3336		55.6
89	44	150	75	37	18	9	4	130	193	96	176		85.08		0.6663		3348		55.8
216	108	182	219	237	246	251	253	126	191	223	111		196.92		0.2278		3360		56.0
55	155	77	166	211	105	180	218	109	182	91	173		143.5		0.4373		3372		56.2
214	107	181	90	45	22	11	5	2	1	128	64		72.5		0.7157		3384		56.4
160	80	168	212	106	53	26	141	70	163	209	104		124.33		0.5124		3396		56.6
52	154	205	230	243	121	188	94	175	215	107	181		163.75		0.3578		3408		56.8
218	109	54	155	77	166	83	41	20	138	197	226		123.67		0.515		3420		57.0
113	56	156	206	231	243	121	60	158	207	231	243		168.75		0.3382		3432		57.2
121	188	222	239	247	123	61	158	79	167	211	105		160.08		0.3722		3444		57.4
180	218	109	54	27	13	134	67	161	80	168	84		107.92		0.5768		3456		57.6
170	85	42	21	138	197	98	177	88	172	86	43		109.75		0.5696		3468		57.8
149	202	229	242	249	124	62	31	15	135	67	161		138.83		0.4556		3480		58.0
208	104	52	154	77	166	83	41	20	10	133	66		92.83		0.6359		3492		58.2
33	16	136	196	98	177	216	108	182	219	237	118		144.67		0.4327		3504		58.4
187	93	46	151	203	101	178	217	236	246	251	125		169.5		0.3353		3516		58.6
190	95	175	87	171	213	234	117	58	29	142	71		131.83		0.483		3528		58.8
35	17	8	132	66	33	16	136	196	226	241	120		102.17		0.5993		3540		59.0
60	158	207	231	243	249	252	126	191	223	111	55		175.5		0.3118		3552		59.2
27	13	6	131	65	160	208	232	244	250	253	254		153.58		0.3977		3564		59.4
127	191	223	239	247	251	125	62	31	15	7	3		126.75		0.5029		3576		59.6
1	128	192	96	176	216	236	246	123	189	94	175		156.0		0.3882		3588		59.8
215	235	245	122	61	158	207	103	51	25	140	70		136.0		0.4667		3600		60.0
35	145	200	228	242	121	60	30	15	7	131	193		117.25		0.5402		3612		60.2
96	176	88	44	150	75	37	146	201	100	50	153		109.67		0.5699		3624		60.4
76	166	83	169	212	106	181	218	237	118	59	29		137.83		0.4595		3636		60.6
14	135	67	161	208	104	180	218	237	246	123	61		146.17		0.4268		3648		60.8
30	143	199	227	113	56	156	206	231	115	57	156		140.75		0.448		3660		61.0
206	231	243	249	252	254	127	191	223	111	55	27		180.75		0.2912		3672		61.2
141	70	35	17	136	196	226	113	184	92	174	87		122.58		0.5193		3684		61.4
171	213	106	53	26	141	70	35	17	136	68	162		99.83		0.6085		3696		61.6
209	232	116	186	93	46	151	203	101	50	153	76		134.67		0.4719		3708		61.8
166	211	105	180	218	237	246	251	253	254	127	191		203.25		0.2029		3720		62.0
223	111	183	91	45	22	11	5	130	65	160	208		104.5		0.5902		3732		62.2
232	116	186	93	46	23	139	197	98	177	88	172		130.58		0.4879		3744		62.4
86	43	21	138	197	226	241	120	60	158	79	167		128.0		0.498		3756		62.6
83	169	212	106	181	90	45	150	75	37	18	137		108.58		0.5742		3768		62.8
196	98	49	24	140	198	227	113	56	28	142	199		122.5		0.5196		3780		63.0
227	241	248	252	126	191	223	111	55	27	141	70		159.33		0.3752		3792		63.2
163	81	168	212	234	117	186	221	238	119	187	221		178.92		0.2984		3804		63.4
110	55	155	77	38	19	9	132	66	33	144	200		86.5		0.6608		3816		63.6
100	178	89	44	22	11	133	66	161	80	168	84		94.67		0.6288		3828		63.8
42	21	138	197	226	241	120	60	30	15	135	67		107.67		0.5778		3840		64.0
161	208	104	52	26	13	134	67	33	16	8	4		68.83		0.7301		3852		64.2
2	1	0	128	192	96	48	24	12	134	195	225		88.08		0.6546		3864		64.4
112	56	28	14	135	195	97	176	88	44	22	139		92.17		0.6386		3876		64.6
69	162	81	40	20	10	133	194	97	48	152	76		90.17		0.6464		3888		64.8
38	147	73	36	146	201	100	50	153	204	230	243		135.08		0.4703		3900		65.0
249	252	126	191	95	175	215	107	53	26	141	198		152.33		0.4026		3912		65.2
99	49	152	204	230	243	121	60	158	79	167	211		147.75		0.4206		3924		65.4
233	244	250	253	126	63	31	15	7	131	193	224		147.5		0.4216		3936		65.6
112	184	220	238	119	59	29	14	135	195	225	112		136.83		0.4634		3948		65.8
184	220	238	247	123	61	158	207	231	243	249	252		201.08		0.2114		3960		66.0
254	127	191	95	47	23	11	133	66	33	144	200		110.33		0.5673		3972		66.2
228	242	121	188	94	47	151	203	229	114	57	28		141.83		0.4438		3984		66.4
14	7	3	1	128	64	160	80	40	148	202	101		79.0		0.6902		3996		66.6
50	153	76	38	147	201	100	178	217	236	118	187		141.75		0.4441		4008		66.8
93	174	215	235	117	58	157	206	103	179	89	172		149.83		0.4124		4020		67.0
214	235	117	58	29	142	71	163	209	232	244	122		153.0		0.4		4032		67.2
61	30	15	7	3	129	64	32	144	72	164	210		77.58		0.6958		4044		67.4
105	180	90	173	86	171	213	106	53	26	141	198		128.5		0.4961		4056		67.6
227	113	184	92	174	215	107	181	218	109	54	155		152.42		0.4023		4068		67.8
205	230	115	57	28	142	199	99	49	24	140	198		123.83		0.5144		4080		68.0
227	241	248	252	254	255	255	255	127	63	159	207		211.92		0.169		4092		68.2
231	115	57	156	206	103	51	25	140	198	99	177		129.83		0.4908		4104		68.4
88	172	214	107	181	90	45	150	203	229	114	57		137.5		0.4608		4116		68.6
156	78	39	147	73	164	82	41	20	10	5	130		78.75		0.6912		4128		68.8
65	32	16	136	68	34	17	8	132	66	161	80		67.92		0.7337		4140		69.0
40	20	138	197	98	177	216	108	54	155	205	230		136.5		0.4647		4152		69.2
243	121	60	30	143	71	35	145	200	228	114	185		131.25		0.4853		4164		69.4
220	238	119	59	157	78	167	83	169	84	170	85		135.75		0.4676		4176		69.6
170	213	234	117	186	221	110	55	155	77	38	19		132.92		0.4788		4188		69.8
137	196	98	49	152	204	102	51	25	12	6	3		86.25		0.6618		4200		70.0
